Restaurant_Types,Name,Alias,ID,Rating,Review Count,Area,Price,Restaurant Type
0,Chick-fil-A,chick-fil-a-los-angeles-14,9da1jwrQKNdt3zJGO_7AXw,3.5,921,Los Angeles,$,Chick-fil-A
1,Chick-fil-A,chick-fil-a-los-angeles-12,H1jfm47vEM5iMQx-wSZa9w,3.5,574,Los Angeles,$$,Chick-fil-A
2,Chick-fil-A,chick-fil-a-los-angeles,Fs7lKMANuifCyDjF99opRA,3.5,533,Los Angeles,$$,Chick-fil-A
3,Chick-fil-A,chick-fil-a-los-angeles-28,5JuGBCftbVW8qL6B_nCpLA,3.0,158,Los Angeles,$$,Chick-fil-A
4,Chick-fil-A,chick-fil-a-los-angeles-24,O-uYhHRebCCAYLlMKCZU7w,2.5,205,Los Angeles,$,Chick-fil-A
5,Chick-fil-A,chick-fil-a-los-angeles-8,TSRgZGwH4FeIt0aYaXImOw,3.5,429,Los Angeles,$$,Chick-fil-A
6,Chick-fil-A,chick-fil-a-los-angeles-23,903X7MzJqEW6vKkEF6IDLw,3.0,287,Los Angeles,$$,Chick-fil-A
7,Chick-fil-A,chick-fil-a-pasadena-13,NJuZK4tAiCKySKivfD66CQ,4.0,1019,Los Angeles,$,Chick-fil-A
8,Chick-fil-A,chick-fil-a-burbank-5,O45bTrgVi9pLRtAf2RsrMQ,3.0,403,Los Angeles,$$,Chick-fil-A
9,Chick-fil-A,chick-fil-a-santa-clarita-2,Ck-TQfvD5dvLnpnILg7BeQ,3.5,570,Los Angeles,$$,Chick-fil-A
10,Chick-fil-A,chick-fil-a-northridge,RsQIUUAMM5xNeHSP_M0VrQ,4.0,782,Los Angeles,$$,Chick-fil-A
11,Chick-fil-A,chick-fil-a-santa-monica,KsEHDDYKgEvAg_wAFf92rQ,2.5,184,Los Angeles,$,Chick-fil-A
12,Chick-fil-A,chick-fil-a-woodland-hills-2,G28uWlM-w-YamBefSU7p7Q,2.5,129,Los Angeles,,Chick-fil-A
13,Chick-fil-A,chick-fil-a-torrance-4,5_oKEBNoAKeO-sfB0Gzq4A,4.0,399,Los Angeles,$,Chick-fil-A
14,Chick-fil-A,chick-fil-a-torrance-2,P_Nb5j5hOriYMDfTa8h66w,3.5,700,Los Angeles,$$,Chick-fil-A
15,Chick-fil-A,chick-fil-a-cerritos,Xg-CjjT0KJ8Y_qjhru8mng,4.0,491,Los Angeles,$,Chick-fil-A
16,Chick-fil-A,chick-fil-a-carson-2,LwsJea9Aui9DYj2R4TgxEQ,2.5,87,Los Angeles,$$,Chick-fil-A
17,Chick-fil-A,chick-fil-a-santa-fe-springs,fYTRhWUqLAMjL6lIaAeZJw,3.0,3,Los Angeles,,Chick-fil-A
18,Chick-fil-A,chick-fil-a-el-segundo,LDJHfRo48QlhnvkhIQtCIA,2.5,162,Los Angeles,$,Chick-fil-A
19,Chick-fil-A,chick-fil-a-glendale-4,CCLcLfiE-6gYWg2shWO2Xw,3.0,73,Los Angeles,$$,Chick-fil-A
20,Chick Fil A,chick-fil-a-los-angeles-34,Gji7XDe7tp0AbyCCCo2OIA,2.5,121,Los Angeles,$,Chick-fil-A
21,Chick-fil-A,chick-fil-a-monterey-park-3,6L4sFW2DdDG_MILrSaXaeQ,3.0,460,Los Angeles,$,Chick-fil-A
22,Chick-fil-A,chick-fil-a-monrovia-2,lxbugg11OIVBQEJ8GzuqVQ,2.5,62,Los Angeles,$$,Chick-fil-A
23,Chick-fil-A,chick-fil-a-venice,E-dOE0xIJatyZqTcih6Asw,2.5,245,Los Angeles,$,Chick-fil-A
24,Chick-fil-A,chick-fil-a-downey,K3PblSqOvUSm8YXE3AoCPA,3.5,575,Los Angeles,$,Chick-fil-A
25,Chick-fil-A,chick-fil-a-arcadia,-87i6wOXzj5ZszfobQu7tw,3.0,121,Los Angeles,$,Chick-fil-A
26,Chick-fil-A,chick-fil-a-northridge-3,g7Mk_pgxsBevtXw5peWclA,3.0,404,Los Angeles,$$,Chick-fil-A
27,Chick-fil-A,chick-fil-a-lakewood,8beSQKMLFFG4bbwHF0A1yw,3.5,338,Los Angeles,$$,Chick-fil-A
28,Chick-fil-A,chick-fil-a-encino,DbJu6bDE0tdhG5GJ6pMxeQ,2.0,279,Los Angeles,$$,Chick-fil-A
29,Chick-fil-A,chick-fil-a-norwalk-2,W8JpaG2uHKtZBsVbVZIm2g,3.0,255,Los Angeles,$$,Chick-fil-A
30,Chick-fil-A,chick-fil-a-redondo-beach-4,T6qmAYLL_xhQQMLSdigDaA,2.5,151,Los Angeles,$$,Chick-fil-A
31,Chick-fil-A,chick-fil-a-torrance-12,wmuz5JOdXv3VgJ3n5UKg0w,2.5,165,Los Angeles,$,Chick-fil-A
32,Chick-fil-A,chick-fil-a-gardena,7wy4ONmT7qqI9ZPqTfIA8Q,2.5,194,Los Angeles,$$,Chick-fil-A
33,Chick-fil-A,chick-fil-a-los-angeles-15,Udoof7-g5jxhIyRyTnfaOw,2.5,57,Los Angeles,$,Chick-fil-A
34,Chick-fil-A,chick-fil-a-torrance-10,2pqVVnxtuWag3z1KsewkPQ,3.0,60,Los Angeles,$$,Chick-fil-A
35,Chick-fil-A,chick-fil-a-downey-17,q_eQMfQWTtNeXTMi1L4DBg,2.0,98,Los Angeles,$,Chick-fil-A
36,Chick-fil-A,chick-fil-a-long-beach-5,sJ2MiI-Wr6clLuMZmbaOYw,2.5,181,Los Angeles,,Chick-fil-A
37,Chick-fil-A,chick-fil-a-westminster-5,UgMxuIEzFxFFNzIYGypq1Q,3.5,567,Los Angeles,$,Chick-fil-A
38,Chick-fil-A,chick-fil-a-long-beach-2,hFyNJjLoFtWtSoJc_6NAgg,3.0,331,Los Angeles,$,Chick-fil-A
39,Chick-fil-A,chick-fil-a-west-hills,ln7qviCnCc-M_ZAWpS41qg,2.5,356,Los Angeles,$,Chick-fil-A
40,Chick-fil-A,chick-fil-a-pico-rivera-pico-rivera-3,AYIVoKkr6hagHUBKHkJHug,2.5,180,Los Angeles,$$,Chick-fil-A
41,Chick-fil-A,chick-fil-a-pasadena-14,NCYmZDO-T5k2oFM_NbEEkA,3.5,32,Los Angeles,$$,Chick-fil-A
42,Chick-fil-A,chick-fil-a-whittier-3,96Bd9PwQjWS0-CbRki6Qiw,3.0,220,Los Angeles,$,Chick-fil-A
43,Chick-fil-A,chick-fil-a-north-hollywood-2,eC1m08mGdumvEGujAdFg1A,2.0,27,Los Angeles,,Chick-fil-A
44,Chick-fil-A,chick-fil-a-houston-29,5aBdBzfECMoLw0sm_cstTg,3.0,174,Houston,$,Chick-fil-A
45,Chick-fil-A,chick-fil-a-houston-105,v5aL_7GMoMqB0ojyqtEqZA,3.0,246,Houston,$,Chick-fil-A
46,Chick-fil-A,chick-fil-a-houston-23,7mJAfKl_4nhbBU-muZkk9w,3.0,175,Houston,$,Chick-fil-A
47,Chick-fil-A,chick-fil-a-houston-51,VWKZ8xuH2Yj_W92S55XsVA,3.0,122,Houston,$,Chick-fil-A
48,Chick-fil-A,chick-fil-a-houston-5,d62HM9CHDFdV9-b9TQvlvg,3.5,141,Houston,$,Chick-fil-A
49,Chick-fil-A,chick-fil-a-houston-82,UqIno7nFwPJwKe7zyngNQw,2.5,128,Houston,$,Chick-fil-A
50,Chick-fil-A,chick-fil-a-houston-8,_WpALkKKNxfsBolMuqLT5Q,2.5,194,Houston,$,Chick-fil-A
51,Chick-fil-A,chick-fil-a-houston-56,r6Su47CkkWGWVJsKrNxYCQ,3.5,49,Houston,$,Chick-fil-A
52,Chick-fil-A,chick-fil-a-houston-37,orXZMTxjMBOqwcvoXdhelQ,3.0,147,Houston,$,Chick-fil-A
53,Chick-fil-A,chick-fil-a-houston-14,URDecxwBtKT1pMBoyMof5g,3.5,100,Houston,$,Chick-fil-A
54,Chick-fil-A,chick-fil-a-houston-25,QIge9PiLzY9wKUqDJDV6pA,2.5,115,Houston,$,Chick-fil-A
55,Chick-fil-A,chick-fil-a-houston-106,djEdQ_Dz_6-ZeLF9QbHYWQ,3.0,14,Houston,,Chick-fil-A
56,Chick-fil-A,chick-fil-a-houston-111,rs14L0XbPYgrehy1kt-MHA,2.0,12,Houston,,Chick-fil-A
57,Chick-fil-A,chick-fil-a-houston-13,WKWDr22FIfoEBLca9V_ajA,3.0,29,Houston,$,Chick-fil-A
58,Chick-fil-A,chick-fil-a-houston-96,r10ug2qRorxlu39m9jfbsg,3.0,107,Houston,$,Chick-fil-A
59,Chick-fil-A,chick-fil-a-houston-101,S7tDE62W51VgrbKsXvLMYw,2.5,93,Houston,$,Chick-fil-A
60,Chick-fil-A,chick-fil-a-houston-61,pLUzZQxCw6VxyoEBGb4NsA,2.5,98,Houston,$,Chick-fil-A
61,Chick-fil-A,chick-fil-a-houston-20,sNa81DgyapF81bI04huP7g,2.0,81,Houston,$,Chick-fil-A
62,Chick-fil-A,chick-fil-a-houston-108,YPBad_nlZ_Tbs2a5I_R3dg,1.0,12,Houston,,Chick-fil-A
63,Chick-fil-A,chick-fil-a-houston-68,8LFToqVyXAjk0tJqy5nttw,2.5,92,Houston,$,Chick-fil-A
64,Chick-fil-A,chick-fil-a-pearland,vy9K3jpnJj7r6W0uGlfIMw,3.5,102,Houston,$,Chick-fil-A
65,Chick-fil-A,chick-fil-a-houston-72,ndquR-uZrIIQzmE_j-osQA,2.5,106,Houston,$,Chick-fil-A
66,Chick-fil-A,chick-fil-a-houston-10,zxJhuUzPXcwDlBIuli3mOQ,3.0,98,Houston,$,Chick-fil-A
67,Chick-fil-A,chick-fil-a-houston-34,1FCNgygOFTDYtS48UmwfFQ,3.0,72,Houston,$,Chick-fil-A
68,Chick-fil-A,chick-fil-a-houston,FQalVDaF5SzwA03EonSRTw,3.0,131,Houston,$,Chick-fil-A
69,Chick-fil-A,chick-fil-a-houston-95,_OHE_iOs0ujGGwLscITVHw,2.0,52,Houston,$,Chick-fil-A
70,Chick-fil-A,chick-fil-a-houston-60,KDK_tHL0hzgbVnaS4AY4Nw,4.0,35,Houston,$,Chick-fil-A
71,Chick-fil-A,chick-fil-a-houston-3,bRAXCmvlSx2dHqIWt_GptQ,2.5,121,Houston,$,Chick-fil-A
72,Chick-fil-A,chick-fil-a-houston-41,HNd7pQWqk-ruruqG9307iA,3.5,86,Houston,$,Chick-fil-A
73,Chick-fil-A,chick-fil-a-pearland-4,ghpf9Kq4k-v5ALdCrjbjow,2.0,84,Houston,$,Chick-fil-A
74,Chick-fil-A,chick-fil-a-houston-44,hlV-yKQVQDm_WvGKRk6tQQ,3.0,94,Houston,$,Chick-fil-A
75,Chick-fil-A,chick-fil-a-houston-77,_28qUFlhLyZmu-HSyxWWwQ,3.5,51,Houston,$,Chick-fil-A
76,Chick-fil-A,chick-fil-a-houston-88,68tAoTS67FpEhZ0UBD0nGQ,2.0,53,Houston,$,Chick-fil-A
77,Chick-fil-A,chick-fil-a-houston-47,8bUgqtSaFrxlLyiy8kQTEg,3.0,124,Houston,$,Chick-fil-A
78,Chick-fil-A,chick-fil-a-houston-81,fMDIDJngPe_NCHevNdXWag,3.5,32,Houston,$,Chick-fil-A
79,Chick-fil-A,chick-fil-a-houston-97,N5B8kYKlStVV9MG__IE_wQ,2.5,81,Houston,$,Chick-fil-A
80,Chick-fil-A,chick-fil-a-houston-71,pn_pVUcal94LwOAfJx65KA,3.5,48,Houston,$,Chick-fil-A
81,Chick-fil-A,chick-fil-a-houston-18,zVJDiLRMaJfc8xPYFA4anA,2.5,109,Houston,$,Chick-fil-A
82,Chick-fil-A,chick-fil-a-houston-67,s9JTh1Q2mcyaijpGq1w6YA,3.0,91,Houston,$,Chick-fil-A
83,Chick-fil-A,chick-fil-a-houston-21,3HgSz_7F8BI1IDAfh2XvPA,2.5,97,Houston,$,Chick-fil-A
84,Chick-fil-A,chick-fil-a-houston-58,styCc7vqrQ0hyV9k32WkVw,3.0,63,Houston,$,Chick-fil-A
85,Chick-fil-A,chick-fil-a-sugar-land,IFB3cDtTZ4xYl3gsd5Tx5Q,2.5,163,Houston,$,Chick-fil-A
86,Chick-fil-A,chick-fil-a-houston-109,rEAA1IWMfpveEgbE-zLldg,1.0,10,Houston,,Chick-fil-A
87,Chick-fil-A,chick-fil-a-cypress-9,UlTwrEgrKWVh1akFRPNhdg,3.5,120,Houston,$,Chick-fil-A
88,Chick-fil-A,chick-fil-a-missouri-city-2,mhPgIpF9FOXwatezc8KOYQ,2.0,85,Houston,$,Chick-fil-A
89,Chick-fil-A,chick-fil-a-stafford-2,gkXDblL2a5dcu-wun0s7QA,2.5,186,Houston,$$,Chick-fil-A
90,Chick-fil-A,chick-fil-a-richmond-39,St0HTjS5MwmXJnUGu5Gw8Q,2.0,64,Houston,$,Chick-fil-A
91,Chick-fil-A,chick-fil-a-katy-10,j5YuyrCHh8jAiaUeVmXR7Q,3.5,99,Houston,$,Chick-fil-A
92,Chick-fil-A,chick-fil-a-pearland-8,qrc4diJndTfV4JD3z29xlg,2.5,59,Houston,$,Chick-fil-A
93,Chick-fil-A,chick-fil-a-humble-4,35AAV-9ORpajK0zPrTBvkg,3.5,84,Houston,$,Chick-fil-A
94,Raising Canes Chicken Fingers,raising-canes-chicken-fingers-burbank-2,iJMVmEIKxTbGLaW55KI6dA,2.0,446,Los Angeles,$$,Raising Canes
95,Raising Cane’s,raising-cane-s-northridge,DQPEabbAG9hALvmj8hkaYw,3.0,190,Los Angeles,$$,Raising Canes
96,Raising Cane's,raising-canes-alhambra,LW50YIc6huusQqdY_5-j6g,3.0,175,Los Angeles,$$,Raising Canes
97,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-monterey-park,KWVqg91CfFvorh3SreQaAQ,2.5,90,Los Angeles,$,Raising Canes
98,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-el-segundo,qjgEHMoYKf7XSAE1HtJoPA,3.0,124,Los Angeles,$$,Raising Canes
99,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-downey,sGtuD7k1Sw_DCe4nCZ0dLg,3.5,1118,Los Angeles,$$,Raising Canes
100,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-pico-rivera-2,wjGdHI0izTXd2u91qBnHJw,3.0,384,Los Angeles,$,Raising Canes
101,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-south-gate,U1wnn0CL8bIs-6qFdGBBhg,2.0,26,Los Angeles,,Raising Canes
102,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-torrance,A0XOEpf-_j4NmyAuVX9TmQ,2.5,308,Los Angeles,$$,Raising Canes
103,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-artesia,1tq_X7NxJnz-8lYtlwPDPw,2.5,15,Los Angeles,,Raising Canes
104,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-lakewood,GbfetKEBnIz3MIzqfcufQA,3.0,508,Los Angeles,$$,Raising Canes
105,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-whittier,8xS3k4ipXw4PyrFVj02dqw,3.5,40,Los Angeles,$$,Raising Canes
106,Raising Cane’s,raising-cane-s-gardena,xbrg9g2liCGtaye_f5nC6w,2.5,99,Los Angeles,$$,Raising Canes
107,Raising Cane’s,raising-cane-s-monrovia,lYM_NYTEgUt8sWdKbdM9jQ,2.5,48,Los Angeles,,Raising Canes
108,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-long-beach-3,pxDmvqqkTf1uSYhJIsaOXw,3.0,265,Los Angeles,$$,Raising Canes
109,Raising Cane's,raising-canes-carson,Ey9biXm8IUp_lGZMy_N0bA,2.0,177,Los Angeles,$$,Raising Canes
110,Raising Cane's Chicken Fingers - Baldwin Park,raising-canes-chicken-fingers-baldwin-park-baldwin-park,64escWH-TEnFjYcCkOurNw,2.5,211,Los Angeles,$$,Raising Canes
111,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-stanton-3,TABZVlhoRakyDCLnQW0kLg,3.0,318,Los Angeles,$$,Raising Canes
112,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-la-habra,Y9HKeXRV9PJ6IXR0WSjxaA,3.0,498,Los Angeles,$$,Raising Canes
113,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-baldwin-park-4,w6-Nh-gIzVOkPen6nag7_Q,4.0,2,Los Angeles,,Raising Canes
114,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-9,IXiFquTwcRkhj4Ac6z1KGw,3.5,159,Houston,$,Raising Canes
115,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-22,CgRKW5EBAbs5jPHpzaAYDA,2.5,61,Houston,$,Raising Canes
116,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-12,PGpXTAraauX2rf-3NGPOFA,3.5,104,Houston,$,Raising Canes
117,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-18,9XnDhvmvgG4sVwIv8iOeaA,3.5,55,Houston,$,Raising Canes
118,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-2,MVOy6lVpZl5jpJDsKsM_Yw,3.5,177,Houston,$,Raising Canes
119,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-14,mUf9Tc1kpWXmvZ__UzayiA,3.5,60,Houston,$,Raising Canes
120,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-sugar-land,8xLX7IErrVu7bfAGttu1_g,3.5,214,Houston,$,Raising Canes
121,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-20,QR_G6ctvDYGHy2zn5wtpEA,3.5,69,Houston,$,Raising Canes
122,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-6,Ttu9WddCjPh7jdlib889JA,3.0,132,Houston,$,Raising Canes
123,Raising Cane's,raising-canes-houston-13,FdYfzLrxSbqbep52cUT7jw,3.0,3,Houston,,Raising Canes
124,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-4,1BwAN3AGZPafL6dDM8UtjA,3.5,97,Houston,$,Raising Canes
125,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-pearland-2,HCijQrL2FL08_9hk1_-Kaw,3.5,109,Houston,$,Raising Canes
126,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-3,DqhA0Fgli0ZUwQudbMjTIA,3.5,89,Houston,$,Raising Canes
127,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-17,PyaK2PZr0l57w7MT-uaTqg,3.0,28,Houston,$,Raising Canes
128,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-11,OjZzb9Wwx-MtbfX6GZBNsQ,3.0,62,Houston,$,Raising Canes
129,Raising Cane’s - Stafford,raising-cane-s-stafford-stafford,trNJ3HOHPgWPNIj4rejrSw,2.5,30,Houston,$,Raising Canes
130,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-houston,xvvqN7409SjVYV7bZaknjw,3.0,37,Houston,,Raising Canes
131,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-richmond-2,zbthYRQwlxjI9Zj-TW912Q,2.5,50,Houston,,Raising Canes
132,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-15,LxVruc956hDzY0XCbGkkXg,3.0,38,Houston,$,Raising Canes
133,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-13,mJR0SAVAvzAOeLySKcu7hA,3.0,30,Houston,$,Raising Canes
134,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-katy,39zpXJjVpeLXQmrAFof9lw,3.0,86,Houston,$,Raising Canes
135,Raising Cane's,raising-canes-houston-10,PVCJEg9mYQ46YyLqQkNfsw,2.5,45,Houston,,Raising Canes
136,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-26,3SYyCkQnvTc-BqHu8O6pPQ,3.0,21,Houston,$$,Raising Canes
137,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-houston-3,14v1M_V1qmNYJD6tLER2IQ,3.0,22,Houston,,Raising Canes
138,Raising Cane’s,raising-cane-s-cypress,2LiPeVtrv6wQoMjCVPfyvg,3.0,13,Houston,,Raising Canes
139,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-missouri-city,HX2ROY1OvSZr7Rf9kzuXIw,2.5,70,Houston,$,Raising Canes
140,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-29,EUfvrUOYTXLBxVUOQZMykw,3.0,9,Houston,,Raising Canes
141,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-pearland,ltqoDfR06oDZ1anmS3x0vA,2.5,62,Houston,$,Raising Canes
142,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-cypress-2,N-RuICYy_htZkjZ0w3ogZg,3.0,78,Houston,$,Raising Canes
143,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-pasadena,ymKEEj-9DwbeEkZk8F5rzQ,3.5,70,Houston,$,Raising Canes
144,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-spring-4,AyMJqFITWefqTL_TSdIZEw,3.0,37,Houston,$,Raising Canes
145,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-houston-31,b1kR2m31S9s9bE2uQIb2pg,1.0,2,Houston,,Raising Canes
146,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-katy-2,GBYGcYMcsd3KlGgzkvwxrA,3.0,36,Houston,$,Raising Canes
147,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-kingwood-2,XpyjOhCXIytdPFlLcTCRow,3.0,53,Houston,$,Raising Canes
148,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-humble,oA3LnhuXfjzb5f877fAYlw,2.5,18,Houston,,Raising Canes
149,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-houston-5,yAVefwcfaGE9lvXLccJdMg,3.0,5,Houston,,Raising Canes
150,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-spring,29TN56E7Y0E9OHtyeJvcPA,3.0,53,Houston,$,Raising Canes
151,Raising Cane’s Chicken Fingers,raising-cane-s-chicken-fingers-friendswood,00KISxwQby9SzN1ehnc2zA,2.5,27,Houston,$,Raising Canes
152,Raising Cane's Chicken Fingers,raising-canes-chicken-fingers-tomball,4yBSx_-E759dzfwJlsS6Og,2.5,15,Houston,$,Raising Canes
153,KFC,kfc-los-angeles-66,jwJymUz0yMi2rrJwJLMcFw,1.5,42,Los Angeles,$,KFC
154,KFC,kfc-los-angeles-66,jwJymUz0yMi2rrJwJLMcFw,1.5,42,Los Angeles,$,KFC
155,KFC,kfc-los-angeles-66,jwJymUz0yMi2rrJwJLMcFw,1.5,42,Los Angeles,$,KFC
156,KFC,kfc-los-angeles-53,OLmeAWCKxNZhvpSBAhStug,2.5,122,Los Angeles,$,KFC
157,KFC,kfc-los-angeles-53,OLmeAWCKxNZhvpSBAhStug,2.5,122,Los Angeles,$,KFC
158,KFC,kfc-los-angeles-53,OLmeAWCKxNZhvpSBAhStug,2.5,122,Los Angeles,$,KFC
159,KFC,kfc-los-angeles-3,-AZ2kWMlpmYhIW_kPFMmLQ,2.5,56,Los Angeles,$,KFC
160,KFC,kfc-los-angeles-3,-AZ2kWMlpmYhIW_kPFMmLQ,2.5,56,Los Angeles,$,KFC
161,KFC,kfc-los-angeles-3,-AZ2kWMlpmYhIW_kPFMmLQ,2.5,56,Los Angeles,$,KFC
162,KFC,kfc-los-angeles-34,CGHABdjlazFq-3Zd1YZYdg,2.0,74,Los Angeles,$,KFC
163,KFC,kfc-los-angeles-34,CGHABdjlazFq-3Zd1YZYdg,2.0,74,Los Angeles,$,KFC
164,KFC,kfc-los-angeles-34,CGHABdjlazFq-3Zd1YZYdg,2.0,74,Los Angeles,$,KFC
165,KFC,kfc-los-angeles-55,G9AbHqXngRhVJFhB_3QnMg,3.0,76,Los Angeles,$,KFC
166,KFC,kfc-los-angeles-55,G9AbHqXngRhVJFhB_3QnMg,3.0,76,Los Angeles,$,KFC
167,KFC,kfc-los-angeles-55,G9AbHqXngRhVJFhB_3QnMg,3.0,76,Los Angeles,$,KFC
168,KFC,kfc-los-angeles-29,ZZZGTxRBDBVevXKGgj7cNQ,1.5,93,Los Angeles,$,KFC
169,KFC,kfc-los-angeles-29,ZZZGTxRBDBVevXKGgj7cNQ,1.5,93,Los Angeles,$,KFC
170,KFC,kfc-los-angeles-29,ZZZGTxRBDBVevXKGgj7cNQ,1.5,93,Los Angeles,$,KFC
171,KFC,kfc-los-angeles-44,5LUEQ-VZi9wG1Ko6IwNc7g,2.5,30,Los Angeles,$,KFC
172,KFC,kfc-los-angeles-44,5LUEQ-VZi9wG1Ko6IwNc7g,2.5,30,Los Angeles,$,KFC
173,KFC,kfc-los-angeles-44,5LUEQ-VZi9wG1Ko6IwNc7g,2.5,30,Los Angeles,$,KFC
174,KFC,kfc-los-angeles-48,YzTLKQV3x-jeX7Lvns-_Cg,2.0,43,Los Angeles,$,KFC
175,KFC,kfc-los-angeles-48,YzTLKQV3x-jeX7Lvns-_Cg,2.0,43,Los Angeles,$,KFC
176,KFC,kfc-los-angeles-48,YzTLKQV3x-jeX7Lvns-_Cg,2.0,43,Los Angeles,$,KFC
177,KFC,kfc-los-angeles-36,zSkfJFp06BHzll7lNqO76Q,1.5,32,Los Angeles,$,KFC
178,KFC,kfc-los-angeles-36,zSkfJFp06BHzll7lNqO76Q,1.5,32,Los Angeles,$,KFC
179,KFC,kfc-los-angeles-36,zSkfJFp06BHzll7lNqO76Q,1.5,32,Los Angeles,$,KFC
180,KFC,kfc-los-angeles-35,mJbdkpqzyZyAfTt6__siqg,2.0,38,Los Angeles,$,KFC
181,KFC,kfc-los-angeles-35,mJbdkpqzyZyAfTt6__siqg,2.0,38,Los Angeles,$,KFC
182,KFC,kfc-los-angeles-35,mJbdkpqzyZyAfTt6__siqg,2.0,38,Los Angeles,$,KFC
183,KFC,kfc-los-angeles-67,5vTOJtB9ltQ_N1u_gO-IOw,2.0,19,Los Angeles,$,KFC
184,KFC,kfc-los-angeles-67,5vTOJtB9ltQ_N1u_gO-IOw,2.0,19,Los Angeles,$,KFC
185,KFC,kfc-los-angeles-67,5vTOJtB9ltQ_N1u_gO-IOw,2.0,19,Los Angeles,$,KFC
186,KFC,kfc-universal-city-5,XZY_vZSwH1xyJdurmoRcww,2.0,34,Los Angeles,$,KFC
